Trait,Image Name,Size,Slant,Avg Distance Between Characters
Openness,Image_62.jpeg,139800,[60.832162],20.080
Openness,Image_63.jpeg,148550,[68.500394],17.473
Openness,Image_64.jpeg,128940,[85.092747],-6.901
Openness,Image_65.jpeg,119860,[70.297601],24.390
Openness,Image_66.jpeg,140790,[93.645807],10.867
Openness,Image_67.jpeg,147260,[63.878993],14.790
Openness,Image_68.jpeg,125900,[67.674907],-5.490
Openness,Image_69.jpeg,134430,[88.290064],20.543
Openness,Image_70.jpeg,130840,[76.298938],-2.985
Openness,Image_71.jpeg,142050,[69.907291],28.556
Openness,Image_72.jpeg,117580,[84.105978],-0.865
Openness,Image_73.jpeg,153670,[60.820693],14.250
Openness,Image_74.jpeg,118530,[79.443609],-4.234
Openness,Image_75.jpeg,121450,[67.260592],22.190
Openness,Image_76.jpeg,144520,[75.014935],13.569
Openness,Image_77.jpeg,119730,[85.527961],-3.760
Openness,Image_78.jpeg,141430,[61.406763],10.743
Openness,Image_79.jpeg,126530,[68.965126],20.920
Openness,Image_80.jpeg,139040,[94.137568],16.410
Openness,Image_81.jpeg,123400,[72.567321],12.380
Openness,Image_82.jpeg,147100,[63.543290],-2.647
Openness,Image_83.jpeg,135800,[88.782992],17.825
Openness,Image_84.jpeg,122620,[79.371586],-5.640
Openness,Image_85.jpeg,114870,[70.026978],21.930
Openness,Image_86.jpeg,126410,[60.328754],11.265
Openness,Image_87.jpeg,146720,[75.470361],14.500
Openness,Image_88.jpeg,138940,[82.109384],-1.675
Openness,Image_89.jpeg,119900,[70.265853],18.540
Openness,Image_90.jpeg,125800,[91.231113],20.130
Openness,Image_91.jpeg,147230,[63.475456],12.790
Openness,Image_92.jpeg,118450,[77.500288],-6.712
Openness,Image_93.jpeg,134430,[68.594121],19.504
Openness,Image_94.jpeg,121350,[85.621446],14.610
Openness,Image_95.jpeg,130970,[60.028845],11.876
Openness,Image_96.jpeg,140620,[75.142136],-2.370
Openness,Image_97.jpeg,142430,[67.435671],13.490
Openness,Image_98.jpeg,117960,[84.568212],22.120
Openness,Image_99.jpeg,153600,[72.720963],-3.489
Openness,Image_100.jpeg,118450,[90.631590],15.745
Conscientiousness,Image_1.jpeg,83622,[45.084457],1.7
Conscientiousness,Image_2.jpeg,51750,[45.868874],-60.666666
Conscientiousness,Image_3.jpeg,51324,[86.71234],10.529411
Conscientiousness,Image_4.jpeg,121140,[86.14469],20.0
Conscientiousness,Image_5.jpeg,89595,[54.443832],38.333333
Conscientiousness,Image_6.jpeg,50160,[46.082764],-2.1
Conscientiousness,Image_7.jpeg,53445,[48.123987],5.6
Conscientiousness,Image_8.jpeg,62570,[57.789621],-7.4
Conscientiousness,Image_9.jpeg,64900,[88.001345],13.0
Conscientiousness,Image_10.jpeg,71200,[63.492889],22.1
Conscientiousness,Image_11.jpeg,59000,[50.282313],14.5
Conscientiousness,Image_12.jpeg,61230,[47.892184],6.2
Conscientiousness,Image_13.jpeg,69880,[76.523701],11.4
Conscientiousness,Image_14.jpeg,58190,[56.741250],5.9
Conscientiousness,Image_15.jpeg,69780,[62.230541],17.3
Conscientiousness,Image_16.jpeg,74100,[54.726849],-3.1
Conscientiousness,Image_17.jpeg,64920,[64.137400],8.0
Conscientiousness,Image_18.jpeg,62590,[48.394537],2.9
Conscientiousness,Image_19.jpeg,67200,[79.189324],6.5
Conscientiousness,Image_20.jpeg,72000,[84.000345],12.2
Conscientiousness,Image_21.jpeg,59070,[57.444089],14.9
Conscientiousness,Image_22.jpeg,60500,[48.712390],11.8
Conscientiousness,Image_23.jpeg,69800,[61.879045],9.2
Conscientiousness,Image_24.jpeg,58340,[66.192382],7.3
Conscientiousness,Image_25.jpeg,67000,[52.222811],10.0
Conscientiousness,Image_26.jpeg,71500,[49.321788],3.8
Conscientiousness,Image_27.jpeg,62870,[72.338177],13.1
Conscientiousness,Image_28.jpeg,59840,[66.185441],-0.2
Conscientiousness,Image_29.jpeg,73210,[54.118732],5.4
Conscientiousness,Image_30.jpeg,68520,[60.000129],9.9
Conscientiousness,Image_31.jpeg,60480,[72.331290],14.5
Conscientiousness,Image_32.jpeg,61680,[57.460928],10.2
Conscientiousness,Image_33.jpeg,69040,[62.798918],7.6
Conscientiousness,Image_34.jpeg,72050,[53.731233],11.1
Conscientiousness,Image_35.jpeg,67890,[67.383792],5.9
Conscientiousness,Image_36.jpeg,62800,[56.775909],6.8
Conscientiousness,Image_37.jpeg,70450,[81.009853],14.2
Conscientiousness,Image_38.jpeg,69080,[58.481970],-1.2
Conscientiousness,Image_39.jpeg,64460,[65.981452],12.3
Conscientiousness,Image_40.jpeg,71520,[58.345433],7.5
Conscientiousness,Image_41.jpeg,62930,[74.299064],10.7
Conscientiousness,Image_42.jpeg,69480,[62.071940],11.6
Conscientiousness,Image_43.jpeg,60450,[55.932445],8.0
Conscientiousness,Image_44.jpeg,65720,[59.802101],13.8
Conscientiousness,Image_45.jpeg,72070,[67.180623],5.2
Conscientiousness,Image_46.jpeg,64000,[56.530026],11.1
Conscientiousness,Image_47.jpeg,63320,[72.782053],12.5
Conscientiousness,Image_48.jpeg,71890,[69.051896],8.7
Conscientiousness,Image_49.jpeg,59640,[66.901272],3.4
Conscientiousness,Image_50.jpeg,67210,[48.477470],7.9
Conscientiousness,Image_51.jpeg,65540,[79.129623],10.0
Conscientiousness,Image_52.jpeg,72100,[64.703561],5.5
Conscientiousness,Image_53.jpeg,66880,[73.928651],8.3
Conscientiousness,Image_54.jpeg,69740,[52.167368],9.7
Conscientiousness,Image_55.jpeg,64200,[60.523140],11.4
Conscientiousness,Image_56.jpeg,62940,[65.891774],6.1
Conscientiousness,Image_57.jpeg,71020,[62.091751],14.5
Conscientiousness,Image_58.jpeg,63150,[68.340960],7.0
Conscientiousness,Image_59.jpeg,69220,[71.827855],5.3
Conscientiousness,Image_60.jpeg,70960,[55.239782],8.5
Conscientiousness,Image_61.jpeg,61970,[79.934544],11.2
Conscientiousness,Image_62.jpeg,65210,[50.746582],10.1
Conscientiousness,Image_63.jpeg,60320,[66.127645],4.5
Conscientiousness,Image_64.jpeg,64060,[75.021307],13.0
Conscientiousness,Image_65.jpeg,68320,[57.672848],9.3
Conscientiousness,Image_66.jpeg,72230,[67.598531],6.4
Conscientiousness,Image_67.jpeg,63210,[73.909382],12.1
Conscientiousness,Image_68.jpeg,66830,[55.097741],6.0
Conscientiousness,Image_69.jpeg,71410,[65.488791],8.7
Conscientiousness,Image_70.jpeg,68360,[74.232430],11.9
Conscientiousness,Image_71.jpeg,70490,[70.491799],12.6
Conscientiousness,Image_72.jpeg,63240,[48.116177],8.2
Conscientiousness,Image_73.jpeg,71060,[55.693420],6.7
Conscientiousness,Image_74.jpeg,69300,[75.284169],7.6
Conscientiousness,Image_75.jpeg,67780,[60.552912],9.2
Conscientiousness,Image_76.jpeg,72090,[73.562208],6.3
Conscientiousness,Image_77.jpeg,63450,[53.710418],10.4
Conscientiousness,Image_78.jpeg,69940,[59.163192],7.4
Conscientiousness,Image_79.jpeg,66850,[74.972963],14.0
Conscientiousness,Image_80.jpeg,61900,[70.082021],5.9
Conscientiousness,Image_81.jpeg,63170,[48.304726],9.2
Conscientiousness,Image_82.jpeg,67580,[74.883110],11.4
Conscientiousness,Image_83.jpeg,63590,[60.596727],8.8
Conscientiousness,Image_84.jpeg,67550,[66.897291],10.3
Conscientiousness,Image_85.jpeg,64240,[53.805197],6.6
Conscientiousness,Image_86.jpeg,72400,[79.612873],12.8
Conscientiousness,Image_87.jpeg,65260,[58.735146],7.8
Conscientiousness,Image_88.jpeg,62860,[60.549831],8.9
Conscientiousness,Image_89.jpeg,63520,[55.227161],10.2
Conscientiousness,Image_90.jpeg,66100,[74.129204],5.1
Conscientiousness,Image_91.jpeg,62340,[57.622158],13.7
Conscientiousness,Image_92.jpeg,64130,[64.300138],11.4
Conscientiousness,Image_93.jpeg,63470,[67.730782],7.2
Conscientiousness,Image_94.jpeg,68130,[55.139953],9.0
Conscientiousness,Image_95.jpeg,72820,[67.118930],5.7
Conscientiousness,Image_96.jpeg,62900,[75.936157],8.3
Conscientiousness,Image_97.jpeg,67750,[53.343257],12.5
Conscientiousness,Image_98.jpeg,61250,[55.293622],7.1
Conscientiousness,Image_99.jpeg,71950,[72.193806],6.8
Conscientiousness,Image_100.jpeg,68100,[76.514323],12.2
Extraversion,Image_1.jpeg,83450,[99.823021],14.0
Extraversion,Image_2.jpeg,143800,[87.493019],12.4
Extraversion,Image_3.jpeg,72630,[65.220469],-2.1
Extraversion,Image_4.jpeg,119360,[98.005457],11.6
Extraversion,Image_5.jpeg,95200,[72.222852],9.7
Extraversion,Image_6.jpeg,86120,[79.530008],-1.6
Extraversion,Image_7.jpeg,79200,[92.480559],15.4
Extraversion,Image_8.jpeg,117080,[75.786647],16.8
Extraversion,Image_9.jpeg,138990,[82.156972],-3.7
Extraversion,Image_10.jpeg,132960,[67.590786],12.1
Extraversion,Image_11.jpeg,78540,[90.066593],14.2
Extraversion,Image_12.jpeg,115460,[76.492683],16.4
Extraversion,Image_13.jpeg,85240,[67.356329],-2.8
Extraversion,Image_14.jpeg,126900,[79.425082],11.9
Extraversion,Image_15.jpeg,118050,[69.142569],14.7
Extraversion,Image_16.jpeg,120590,[70.953487],10.3
Extraversion,Image_17.jpeg,143600,[67.438759],16.6
Extraversion,Image_18.jpeg,97500,[72.960609],13.0
Extraversion,Image_19.jpeg,144200,[79.781980],9.2
Extraversion,Image_20.jpeg,118700,[89.112301],14.4
Extraversion,Image_21.jpeg,121860,[73.286838],15.2
Extraversion,Image_22.jpeg,125620,[83.559929],10.5
Extraversion,Image_23.jpeg,104400,[72.321572],11.6
Extraversion,Image_24.jpeg,78790,[81.428786],14.9
Extraversion,Image_25.jpeg,109560,[98.291850],10.8
Extraversion,Image_26.jpeg,81200,[91.334172],12.3
Extraversion,Image_27.jpeg,119500,[69.452948],13.5
Extraversion,Image_28.jpeg,104340,[74.876497],9.0
Extraversion,Image_29.jpeg,131080,[65.238727],15.1
Extraversion,Image_30.jpeg,108000,[72.636415],14.2
Extraversion,Image_31.jpeg,97200,[77.633492],13.7
Extraversion,Image_32.jpeg,130980,[98.411233],-1.8
Extraversion,Image_33.jpeg,120400,[86.673960],10.5
Extraversion,Image_34.jpeg,100000,[81.896505],16.2
Extraversion,Image_35.jpeg,106800,[77.423186],9.4
Extraversion,Image_36.jpeg,117600,[70.451801],14.1
Extraversion,Image_37.jpeg,143000,[83.099328],12.9
Extraversion,Image_38.jpeg,131400,[69.232066],14.4
Extraversion,Image_39.jpeg,121200,[72.688727],-1.7
Extraversion,Image_40.jpeg,115800,[77.211573],11.3
Extraversion,Image_41.jpeg,140700,[67.559217],10.0
Extraversion,Image_42.jpeg,85100,[79.245069],13.8
Extraversion,Image_43.jpeg,79140,[87.679330],12.5
Extraversion,Image_44.jpeg,126500,[75.630629],14.3
Extraversion,Image_45.jpeg,105300,[95.347866],-2.9
Extraversion,Image_46.jpeg,117900,[82.090232],16.6
Extraversion,Image_47.jpeg,122400,[69.219067],12.0
Extraversion,Image_48.jpeg,113600,[76.882745],15.4
Extraversion,Image_49.jpeg,145500,[70.492679],10.6
Extraversion,Image_50.jpeg,135300,[90.706882],11.8
Extraversion,Image_51.jpeg,111400,[67.866207],12.4
Extraversion,Image_52.jpeg,122300,[84.037453],14.7
Extraversion,Image_53.jpeg,122100,[76.567826],11.2
Extraversion,Image_54.jpeg,141000,[78.492100],16.1
Extraversion,Image_55.jpeg,83920,[65.768970],13.5
Extraversion,Image_56.jpeg,121680,[72.675181],10.3
Extraversion,Image_57.jpeg,136700,[67.853026],14.4
Extraversion,Image_58.jpeg,101250,[89.125189],-2.2
Extraversion,Image_59.jpeg,113800,[73.938546],12.6
Extraversion,Image_60.jpeg,128900,[68.438090],13.8
Extraversion,Image_61.jpeg,123700,[90.612943],15.4
Extraversion,Image_62.jpeg,100900,[77.235870],14.5
Extraversion,Image_63.jpeg,116000,[63.239118],16.9
Extraversion,Image_64.jpeg,110200,[82.390438],11.7
Extraversion,Image_65.jpeg,145900,[74.095306],-1.6
Extraversion,Image_66.jpeg,98700,[95.568922],13.0
Extraversion,Image_67.jpeg,133200,[80.024870],14.7
Extraversion,Image_68.jpeg,106300,[72.868388],11.0
Extraversion,Image_69.jpeg,113900,[82.423493],15.8
Extraversion,Image_70.jpeg,139800,[74.589209],10.6
Extraversion,Image_71.jpeg,120000,[63.956381],12.2
Extraversion,Image_72.jpeg,112600,[77.790809],-0.9
Extraversion,Image_73.jpeg,130400,[67.214578],14.1
Extraversion,Image_74.jpeg,115500,[82.110980],11.8
Extraversion,Image_75.jpeg,124800,[68.280148],16.5
Extraversion,Image_76.jpeg,131600,[69.086763],14.8
Extraversion,Image_77.jpeg,110500,[75.694243],-1.2
Extraversion,Image_78.jpeg,124700,[77.434132],12.0
Extraversion,Image_79.jpeg,131200,[64.986133],16.7
Extraversion,Image_80.jpeg,103800,[85.291063],11.5
Extraversion,Image_81.jpeg,117300,[69.722232],12.6
Extraversion,Image_82.jpeg,120500,[84.982334],15.6
Extraversion,Image_83.jpeg,124300,[66.401162],13.3
Extraversion,Image_84.jpeg,130800,[65.345021],16.2
Extraversion,Image_85.jpeg,119000,[70.226555],14.4
Extraversion,Image_86.jpeg,105700,[76.495014],12.9
Extraversion,Image_87.jpeg,130700,[68.912702],15.7
Extraversion,Image_88.jpeg,109400,[83.669570],14.5
Extraversion,Image_89.jpeg,125600,[95.123630],13.6
Extraversion,Image_90.jpeg,127600,[83.226865],15.2
Extraversion,Image_91.jpeg,101800,[67.421873],16.7
Extraversion,Image_92.jpeg,118400,[78.217743],12.8
Extraversion,Image_93.jpeg,117400,[67.330767],13.4
Extraversion,Image_94.jpeg,124800,[75.192848],13.5
Extraversion,Image_95.jpeg,124500,[63.751356],11.6
Extraversion,Image_96.jpeg,133500,[95.649126],13.9
Extraversion,Image_97.jpeg,120100,[66.226326],15.2
Extraversion,Image_98.jpeg,101000,[76.472287],14.5
Extraversion,Image_99.jpeg,109300,[76.891092],11.3
Extraversion,Image_100.jpeg,107200,[72.875826],15.5
Agreeableness,Image_1.jpeg,105000,[83.450107],11.8
Agreeableness,Image_2.jpeg,97500,[73.618418],12.6
Agreeableness,Image_3.jpeg,98500,[75.150711],-2.1
Agreeableness,Image_4.jpeg,122100,[67.681914],11.6
Agreeableness,Image_5.jpeg,119300,[73.681873],10.1
Agreeableness,Image_6.jpeg,124600,[69.225155],13.0
Agreeableness,Image_7.jpeg,135200,[75.702394],14.2
Agreeableness,Image_8.jpeg,114400,[68.151458],9.2
Agreeableness,Image_9.jpeg,119000,[72.579171],12.0
Agreeableness,Image_10.jpeg,137200,[84.409439],11.6
Agreeableness,Image_11.jpeg,132900,[60.822745],14.4
Agreeableness,Image_12.jpeg,134800,[70.697642],10.2
Agreeableness,Image_13.jpeg,141500,[62.426273],13.2
Agreeableness,Image_14.jpeg,120800,[78.707478],10.5
Agreeableness,Image_15.jpeg,139800,[80.873796],12.4
Agreeableness,Image_16.jpeg,134000,[65.592208],13.0
Agreeableness,Image_17.jpeg,119000,[71.586015],12.8
Agreeableness,Image_18.jpeg,122500,[71.919547],11.2
Agreeableness,Image_19.jpeg,138200,[62.732085],10.1
Agreeableness,Image_20.jpeg,135800,[64.431130],14.8
Agreeableness,Image_21.jpeg,128500,[72.203831],13.6
Agreeableness,Image_22.jpeg,125500,[75.541823],11.4
Agreeableness,Image_23.jpeg,140000,[69.488176],13.4
Agreeableness,Image_24.jpeg,136000,[66.726563],12.3
Agreeableness,Image_25.jpeg,126900,[67.188896],12.0
Agreeableness,Image_26.jpeg,129600,[66.160377],14.4
Agreeableness,Image_27.jpeg,117800,[67.728722],12.1
Agreeableness,Image_28.jpeg,114500,[64.253227],11.7
Agreeableness,Image_29.jpeg,131600,[70.185477],13.2
Agreeableness,Image_30.jpeg,129700,[71.972203],14.5
Agreeableness,Image_31.jpeg,113400,[72.144908],10.4
Agreeableness,Image_32.jpeg,139800,[70.167420],14.4
Agreeableness,Image_33.jpeg,134900,[68.231929],12.4
Agreeableness,Image_34.jpeg,120400,[60.162736],11.0
Agreeableness,Image_35.jpeg,137300,[69.307622],12.7
Agreeableness,Image_36.jpeg,118800,[66.917930],12.2
Agreeableness,Image_37.jpeg,121800,[66.522528],11.4
Agreeableness,Image_38.jpeg,131100,[69.844926],12.6
Agreeableness,Image_39.jpeg,124400,[74.417301],10.3
Agreeableness,Image_40.jpeg,115800,[71.572372],11.7
Agreeableness,Image_41.jpeg,130600,[64.442168],13.3
Agreeableness,Image_42.jpeg,120700,[64.358978],12.6
Agreeableness,Image_43.jpeg,113600,[69.428871],12.3
Agreeableness,Image_44.jpeg,121900,[64.589020],13.5
Agreeableness,Image_45.jpeg,134800,[72.785270],12.1
Agreeableness,Image_46.jpeg,119700,[69.876282],11.0
Agreeableness,Image_47.jpeg,126900,[73.072891],13.8
Agreeableness,Image_48.jpeg,126400,[71.763881],12.4
Agreeableness,Image_49.jpeg,127600,[63.556825],10.8
Agreeableness,Image_50.jpeg,136000,[74.156307],11.7
Agreeableness,Image_51.jpeg,121800,[68.349825],13.3
Agreeableness,Image_52.jpeg,113300,[65.614807],11.5
Agreeableness,Image_53.jpeg,121600,[73.780350],10.1
Agreeableness,Image_54.jpeg,114000,[71.659674],13.5
Agreeableness,Image_55.jpeg,136200,[67.135051],10.4
Agreeableness,Image_56.jpeg,137800,[72.550330],12.6
Agreeableness,Image_57.jpeg,137800,[71.115670],11.6
Agreeableness,Image_58.jpeg,126300,[75.629858],12.8
Agreeableness,Image_59.jpeg,114500,[67.509664],12.3
Agreeableness,Image_60.jpeg,119600,[74.931679],10.1
Agreeableness,Image_61.jpeg,115600,[65.036684],12.6
Agreeableness,Image_62.jpeg,121500,[68.147430],13.3
Agreeableness,Image_63.jpeg,130200,[67.430503],13.4
Agreeableness,Image_64.jpeg,113400,[69.054222],11.8
Agreeableness,Image_65.jpeg,136800,[69.188568],12.7
Agreeableness,Image_66.jpeg,116200,[66.773438],10.6
Agreeableness,Image_67.jpeg,132500,[62.716759],11.7
Agreeableness,Image_68.jpeg,118200,[72.161836],12.9
Agreeableness,Image_69.jpeg,121700,[74.427262],12.5
Agreeableness,Image_70.jpeg,134500,[72.168794],10.7
Agreeableness,Image_71.jpeg,135600,[66.524477],13.5
Agreeableness,Image_72.jpeg,139600,[60.703855],10.5
Agreeableness,Image_73.jpeg,113700,[68.152923],13.0
Agreeableness,Image_74.jpeg,130000,[63.822596],10.4
Agreeableness,Image_75.jpeg,116100,[66.585220],13.2
Agreeableness,Image_76.jpeg,132000,[64.881367],12.7
Agreeableness,Image_77.jpeg,139300,[65.119243],10.2
Agreeableness,Image_78.jpeg,134200,[72.834262],13.2
Agreeableness,Image_79.jpeg,137600,[67.316383],10.8
Agreeableness,Image_80.jpeg,125600,[74.706405],12.6
Agreeableness,Image_81.jpeg,128000,[72.539902],11.5
Agreeableness,Image_82.jpeg,137200,[67.957618],12.8
Agreeableness,Image_83.jpeg,138600,[64.405826],12.5
Agreeableness,Image_84.jpeg,135100,[65.081024],13.4
Agreeableness,Image_85.jpeg,120500,[65.220764],12.3
Agreeableness,Image_86.jpeg,137800,[70.014191],12.6
Agreeableness,Image_87.jpeg,137000,[70.874079],13.4
Agreeableness,Image_88.jpeg,133800,[64.026114],10.3
Agreeableness,Image_89.jpeg,130700,[72.642567],11.6
Agreeableness,Image_90.jpeg,125000,[73.391434],12.1
Agreeableness,Image_91.jpeg,124500,[72.853290],11.9
Agreeableness,Image_92.jpeg,132800,[65.254555],10.1
Agreeableness,Image_93.jpeg,120000,[67.849823],13.2
Agreeableness,Image_94.jpeg,118700,[74.472743],13.4
Agreeableness,Image_95.jpeg,119300,[65.373245],11.5
Agreeableness,Image_96.jpeg,134700,[72.983551],10.2
Agreeableness,Image_97.jpeg,135300,[69.328697],11.8
Agreeableness,Image_98.jpeg,124000,[72.284942],13.1
Agreeableness,Image_99.jpeg,116500,[69.054222],13.6
Agreeableness,Image_100.jpeg,138000,[60.868263],11.9
Neuroticism,Image_1.jpeg,72600,[75.189285],10.4
Neuroticism,Image_2.jpeg,62700,[70.671356],11.6
Neuroticism,Image_3.jpeg,82300,[75.317032],11.8
Neuroticism,Image_4.jpeg,70500,[75.631920],12.4
Neuroticism,Image_5.jpeg,82700,[77.776220],11.0
Neuroticism,Image_6.jpeg,66300,[68.514874],11.8
Neuroticism,Image_7.jpeg,69400,[71.226707],12.3
Neuroticism,Image_8.jpeg,81700,[69.895134],12.5
Neuroticism,Image_9.jpeg,76600,[75.002136],12.1
Neuroticism,Image_10.jpeg,74300,[70.993256],10.3
Neuroticism,Image_11.jpeg,67500,[68.314264],12.3
Neuroticism,Image_12.jpeg,73300,[70.871551],11.8
Neuroticism,Image_13.jpeg,69000,[73.616783],12.6
Neuroticism,Image_14.jpeg,67000,[75.050327],11.2
Neuroticism,Image_15.jpeg,72700,[70.135605],10.4
Neuroticism,Image_16.jpeg,73500,[69.213791],11.6
Neuroticism,Image_17.jpeg,66900,[71.885788],11.8
Neuroticism,Image_18.jpeg,70800,[72.378998],12.4
Neuroticism,Image_19.jpeg,62900,[71.949425],11.2
Neuroticism,Image_20.jpeg,69900,[72.743736],12.0
Neuroticism,Image_21.jpeg,75400,[71.274015],11.8
Neuroticism,Image_22.jpeg,64400,[68.863731],11.2
Neuroticism,Image_23.jpeg,68300,[73.374901],11.4
Neuroticism,Image_24.jpeg,69000,[68.878697],12.4
Neuroticism,Image_25.jpeg,74400,[72.527497],11.0
Neuroticism,Image_26.jpeg,76600,[75.164879],10.9
Neuroticism,Image_27.jpeg,71200,[68.840019],11.2
Neuroticism,Image_28.jpeg,72800,[73.416878],11.6
Neuroticism,Image_29.jpeg,67600,[70.435287],11.4
Neuroticism,Image_30.jpeg,72800,[71.513504],11.6
Neuroticism,Image_31.jpeg,74000,[72.969170],11.8
Neuroticism,Image_32.jpeg,78200,[68.130676],12.0
Neuroticism,Image_33.jpeg,75100,[71.546158],10.8
Neuroticism,Image_34.jpeg,66800,[72.048706],11.6
Neuroticism,Image_35.jpeg,78800,[73.176834],11.2
Neuroticism,Image_36.jpeg,68500,[75.623741],11.8
Neuroticism,Image_37.jpeg,76100,[72.066086],10.6
Neuroticism,Image_38.jpeg,69500,[73.274834],11.4
Neuroticism,Image_39.jpeg,71000,[70.986092],11.8
Neuroticism,Image_40.jpeg,75900,[75.071465],10.9
Neuroticism,Image_41.jpeg,67000,[73.262612],12.1
Neuroticism,Image_42.jpeg,75800,[68.920103],11.4
Neuroticism,Image_43.jpeg,67400,[74.609573],12.2
Neuroticism,Image_44.jpeg,74000,[73.895287],12.4
Neuroticism,Image_45.jpeg,76600,[68.097939],10.9
Neuroticism,Image_46.jpeg,75400,[72.080179],11.6
Neuroticism,Image_47.jpeg,74200,[71.415161],10.3
Neuroticism,Image_48.jpeg,76700,[75.094452],10.4
Neuroticism,Image_49.jpeg,75400,[75.036804],12.1
Neuroticism,Image_50.jpeg,76000,[72.947609],11.8
Neuroticism,Image_51.jpeg,68500,[68.347404],11.9
Neuroticism,Image_52.jpeg,77500,[72.429276],12.3
Neuroticism,Image_53.jpeg,69000,[74.138069],10.8
Neuroticism,Image_54.jpeg,69400,[73.854439],12.3
Neuroticism,Image_55.jpeg,74500,[68.340736],12.5
Neuroticism,Image_56.jpeg,66900,[73.074867],10.3
Neuroticism,Image_57.jpeg,73700,[71.845337],12.0
Neuroticism,Image_58.jpeg,76400,[71.417068],11.8
Neuroticism,Image_59.jpeg,74200,[71.944710],11.8
Neuroticism,Image_60.jpeg,76800,[75.624054],10.6
Neuroticism,Image_61.jpeg,69600,[70.822792],12.4
Neuroticism,Image_62.jpeg,76000,[68.169891],11.2
Neuroticism,Image_63.jpeg,72500,[72.327164],12.4
Neuroticism,Image_64.jpeg,75900,[68.870758],12.0
Neuroticism,Image_65.jpeg,68700,[68.228104],11.4
Neuroticism,Image_66.jpeg,75200,[70.113640],10.8
Neuroticism,Image_67.jpeg,73800,[73.826004],12.4
Neuroticism,Image_68.jpeg,72900,[74.425842],11.8
Neuroticism,Image_69.jpeg,72400,[75.153191],10.7
Neuroticism,Image_70.jpeg,74100,[68.457909],11.9
Neuroticism,Image_71.jpeg,74600,[69.158432],11.2
Neuroticism,Image_72.jpeg,74400,[72.832077],10.9
Neuroticism,Image_73.jpeg,75900,[73.215462],11.6
