Trait,Image Name,Size,Slant,Avg Distance Between Characters
Conscientiousness,Image_23.jpeg,126800,71.234567,6.789
Conscientiousness,Image_24.jpeg,132700,92.345678,19.678
Conscientiousness,Image_25.jpeg,149600,65.789012,-3.456
Conscientiousness,Image_26.jpeg,130400,77.123456,16.789
Conscientiousness,Image_27.jpeg,116700,80.123456,-9.234
Conscientiousness,Image_28.jpeg,151000,81.234567,12.678
Conscientiousness,Image_29.jpeg,139200,87.456789,27.890
Conscientiousness,Image_30.jpeg,143500,66.789123,-1.234
Conscientiousness,Image_31.jpeg,122300,85.123456,19.890
Conscientiousness,Image_32.jpeg,131500,75.678901,10.234
Conscientiousness,Image_33.jpeg,150300,73.456789,20.123
Conscientiousness,Image_34.jpeg,145600,87.123456,33.456
Conscientiousness,Image_35.jpeg,135700,91.234567,11.789
Conscientiousness,Image_36.jpeg,152200,76.789012,-5.678
Conscientiousness,Image_37.jpeg,155600,69.123456,22.345
Conscientiousness,Image_38.jpeg,119800,77.234567,8.678
Conscientiousness,Image_39.jpeg,137500,86.789012,26.789
Conscientiousness,Image_40.jpeg,135600,64.123456,-1.567
Conscientiousness,Image_41.jpeg,157900,73.456789,23.678
Conscientiousness,Image_42.jpeg,124500,79.345678,15.234
Conscientiousness,Image_43.jpeg,139800,83.456789,11.678
Conscientiousness,Image_44.jpeg,127600,72.345678,16.890
Conscientiousness,Image_45.jpeg,146700,66.789012,-2.345
Conscientiousness,Image_46.jpeg,154600,79.678901,18.456
Conscientiousness,Image_47.jpeg,142300,68.901234,24.567
Conscientiousness,Image_48.jpeg,116500,85.123456,-6.789
Conscientiousness,Image_49.jpeg,162400,71.234567,21.345
Conscientiousness,Image_50.jpeg,120300,75.678901,13.456
Conscientiousness,Image_51.jpeg,137900,82.345678,7.890
Conscientiousness,Image_52.jpeg,148700,78.901234,24.567
Conscientiousness,Image_53.jpeg,135000,83.456789,-4.678
Conscientiousness,Image_54.jpeg,143800,74.567890,14.890
Conscientiousness,Image_55.jpeg,158600,64.890123,18.234
Conscientiousness,Image_56.jpeg,125800,69.123456,16.789
Conscientiousness,Image_57.jpeg,117700,80.234567,-3.456
Conscientiousness,Image_58.jpeg,142600,71.678901,19.678
Conscientiousness,Image_59.jpeg,151300,74.567890,23.456
Conscientiousness,Image_60.jpeg,155900,68.901234,14.678
Conscientiousness,Image_61.jpeg,128000,80.123456,18.789
Conscientiousness,Image_62.jpeg,135700,71.234567,25.678
Conscientiousness,Image_63.jpeg,150000,68.901234,22.345
Conscientiousness,Image_64.jpeg,142300,75.678901,16.789
Conscientiousness,Image_65.jpeg,151500,82.123456,14.678
Conscientiousness,Image_66.jpeg,140400,70.123456,18.234
Conscientiousness,Image_67.jpeg,137600,77.890123,22.345
Conscientiousness,Image_68.jpeg,148900,79.123456,11.789
Conscientiousness,Image_69.jpeg,144800,73.456789,16.789
Conscientiousness,Image_70.jpeg,152200,80.123456,20.678
Conscientiousness,Image_71.jpeg,138500,71.678901,17.234
Conscientiousness,Image_72.jpeg,149000,84.567890,18.345
Conscientiousness,Image_73.jpeg,130600,75.678901,19.456
Conscientiousness,Image_74.jpeg,153400,72.345678,14.678
Conscientiousness,Image_75.jpeg,142800,79.890123,21.678
Conscientiousness,Image_76.jpeg,135000,70.123456,22.345
Conscientiousness,Image_77.jpeg,147600,80.123456,16.789
Conscientiousness,Image_78.jpeg,139400,73.456789,24.567
Conscientiousness,Image_79.jpeg,146200,69.890123,18.456
Conscientiousness,Image_80.jpeg,125700,71.234567,14.678
Conscientiousness,Image_81.jpeg,139800,77.890123,20.345
Conscientiousness,Image_82.jpeg,144200,78.901234,15.678
Conscientiousness,Image_83.jpeg,132500,76.789012,16.789
Conscientiousness,Image_84.jpeg,156000,75.678901,12.678
Conscientiousness,Image_85.jpeg,149500,69.123456,23.678
Conscientiousness,Image_86.jpeg,127800,72.345678,20.678
Conscientiousness,Image_87.jpeg,141200,80.123456,17.890
Conscientiousness,Image_88.jpeg,148000,74.567890,18.234
Conscientiousness,Image_89.jpeg,130800,71.234567,15.678
Conscientiousness,Image_90.jpeg,152300,77.890123,14.789
Conscientiousness,Image_91.jpeg,141600,73.456789,23.678
Conscientiousness,Image_92.jpeg,137200,69.890123,16.789
Conscientiousness,Image_93.jpeg,144500,75.678901,17.890
Conscientiousness,Image_94.jpeg,130200,70.123456,18.678
Conscientiousness,Image_95.jpeg,155500,76.789012,22.345
Conscientiousness,Image_96.jpeg,149200,78.901234,13.678
Conscientiousness,Image_97.jpeg,140800,80.123456,25.678
Conscientiousness,Image_98.jpeg,132200,74.567890,20.789
Conscientiousness,Image_99.jpeg,147000,76.789012,19.456
Conscientiousness,Image_100.jpeg,156700,72.345678,16.789
Extraversion,Image_1.jpeg,82040,57.123456,20.678
Extraversion,Image_2.jpeg,146780,75.678901,13.456
Extraversion,Image_3.jpeg,165890,60.123456,4.567
Extraversion,Image_4.jpeg,95340,84.567890,48.123
Extraversion,Image_5.jpeg,162400,124.567890,-7.890
Extraversion,Image_6.jpeg,240780,70.234567,5.678
Extraversion,Image_7.jpeg,124300,80.345678,11.890
Extraversion,Image_8.jpeg,107600,65.789123,-11.234
Extraversion,Image_9.jpeg,136500,79.890123,7.678
Extraversion,Image_10.jpeg,137800,93.456789,29.567
Extraversion,Image_11.jpeg,143600,60.123456,18.345
Extraversion,Image_12.jpeg,160600,70.567890,6.789
Extraversion,Image_13.jpeg,124200,77.890123,10.123
Extraversion,Image_14.jpeg,133700,77.890123,-7.678
Extraversion,Image_15.jpeg,148900,69.234567,26.890
Extraversion,Image_16.jpeg,141600,95.678901,12.678
Extraversion,Image_17.jpeg,119700,74.123456,-9.123
Extraversion,Image_18.jpeg,153500,69.890123,21.234
Extraversion,Image_19.jpeg,129300,87.678901,23.456
Extraversion,Image_20.jpeg,161500,67.890123,-4.567
Extraversion,Image_21.jpeg,122700,75.678901,11.678
Extraversion,Image_22.jpeg,142000,78.901234,28.456
Extraversion,Image_23.jpeg,127400,72.345678,5.678
Extraversion,Image_24.jpeg,133500,90.678901,17.890
Extraversion,Image_25.jpeg,148200,64.789012,-2.345
Extraversion,Image_26.jpeg,129500,77.890123,18.678
Extraversion,Image_27.jpeg,115700,82.456789,-8.567
Extraversion,Image_28.jpeg,150300,79.234567,15.678
Extraversion,Image_29.jpeg,137900,86.789012,26.789
Extraversion,Image_30.jpeg,143700,68.123456,-3.456
Extraversion,Image_31.jpeg,121800,84.234567,18.456
Extraversion,Image_32.jpeg,132000,76.345678,12.890
Extraversion,Image_33.jpeg,150100,75.678901,17.234
Extraversion,Image_34.jpeg,146700,86.123456,32.678
Extraversion,Image_35.jpeg,135200,90.123456,13.567
Extraversion,Image_36.jpeg,152400,78.456789,-6.789
Extraversion,Image_37.jpeg,153300,69.234567,24.567
Extraversion,Image_38.jpeg,120600,77.123456,10.789
Extraversion,Image_39.jpeg,136800,87.123456,27.890
Extraversion,Image_40.jpeg,134900,63.456789,-1.678
Extraversion,Image_41.jpeg,158200,73.456789,22.345
Extraversion,Image_42.jpeg,126800,79.234567,13.456
Extraversion,Image_43.jpeg,139200,83.456789,12.345
Extraversion,Image_44.jpeg,128700,73.456789,16.890
Extraversion,Image_45.jpeg,146000,68.901234,-3.456
Extraversion,Image_46.jpeg,154500,78.901234,19.678
Extraversion,Image_47.jpeg,143000,66.789012,23.456
Extraversion,Image_48.jpeg,117800,84.567890,-7.678
Extraversion,Image_49.jpeg,161000,70.123456,20.345
Extraversion,Image_50.jpeg,120200,74.567890,12.678
Extraversion,Image_51.jpeg,137400,80.678901,8.456
Extraversion,Image_52.jpeg,148100,77.890123,25.678
Extraversion,Image_53.jpeg,134000,83.456789,-5.678
Extraversion,Image_54.jpeg,142800,75.678901,14.567
Extraversion,Image_55.jpeg,158700,64.890123,17.678
Extraversion,Image_56.jpeg,126700,69.123456,16.890
Extraversion,Image_57.jpeg,116800,80.678901,-2.345
Extraversion,Image_58.jpeg,143200,72.345678,20.567
Extraversion,Image_59.jpeg,150700,74.567890,22.345
Extraversion,Image_60.jpeg,155800,69.123456,14.678
Extraversion,Image_61.jpeg,129600,70.123456,26.789
Extraversion,Image_62.jpeg,152500,75.678901,18.567
Extraversion,Image_63.jpeg,137800,72.345678,22.678
Extraversion,Image_64.jpeg,149200,74.567890,23.456
Extraversion,Image_65.jpeg,146500,77.890123,27.890
Extraversion,Image_66.jpeg,134800,69.234567,20.345
Extraversion,Image_67.jpeg,153400,78.901234,25.678
Extraversion,Image_68.jpeg,143600,72.123456,22.345
Extraversion,Image_69.jpeg,138000,74.567890,26.789
Extraversion,Image_70.jpeg,131600,71.678901,24.567
Extraversion,Image_71.jpeg,150100,77.890123,22.678
Extraversion,Image_72.jpeg,137400,75.678901,19.890
Extraversion,Image_73.jpeg,152600,78.901234,27.678
Extraversion,Image_74.jpeg,149300,74.567890,23.456
Extraversion,Image_75.jpeg,128400,70.123456,25.678
Extraversion,Image_76.jpeg,144800,76.789012,22.345
Extraversion,Image_77.jpeg,140600,73.456789,21.678
Extraversion,Image_78.jpeg,146000,77.890123,19.890
Extraversion,Image_79.jpeg,153600,74.567890,24.567
Extraversion,Image_80.jpeg,132500,72.123456,18.567
Extraversion,Image_81.jpeg,137600,76.789012,20.456
Extraversion,Image_82.jpeg,150400,75.678901,23.456
Extraversion,Image_83.jpeg,149500,78.901234,27.678
Extraversion,Image_84.jpeg,134300,73.456789,26.789
Extraversion,Image_85.jpeg,152400,77.890123,21.678
Extraversion,Image_86.jpeg,143800,74.567890,30.123
Extraversion,Image_87.jpeg,128500,71.234567,22.678
Extraversion,Image_88.jpeg,151000,75.678901,26.789
Extraversion,Image_89.jpeg,135400,72.123456,18.567
Extraversion,Image_90.jpeg,150500,78.901234,23.456
Extraversion,Image_91.jpeg,141700,76.789012,21.890
Extraversion,Image_92.jpeg,129300,70.123456,24.567
Extraversion,Image_93.jpeg,152200,77.890123,25.678
Extraversion,Image_94.jpeg,137500,74.567890,22.678
Extraversion,Image_95.jpeg,148200,75.678901,19.890
Extraversion,Image_96.jpeg,146400,78.901234,20.567
Extraversion,Image_97.jpeg,129800,71.234567,28.678
Extraversion,Image_98.jpeg,151200,76.789012,26.789
Extraversion,Image_99.jpeg,140200,70.123456,25.678
Extraversion,Image_100.jpeg,153000,75.678901,24.567
Agreeableness,Image_1.jpeg,82540,55.678901,22.345
Agreeableness,Image_2.jpeg,145890,72.456789,15.678
Agreeableness,Image_3.jpeg,167890,64.789012,4.678
Agreeableness,Image_4.jpeg,95120,87.123456,46.234
Agreeableness,Image_5.jpeg,160400,126.789012,-6.543
Agreeableness,Image_6.jpeg,242200,71.234567,3.456
Agreeableness,Image_7.jpeg,124500,81.567890,12.345
Agreeableness,Image_8.jpeg,106900,68.901234,-10.123
Agreeableness,Image_9.jpeg,137300,76.789012,6.789
Agreeableness,Image_10.jpeg,139600,92.345678,31.234
Agreeableness,Image_11.jpeg,144700,63.456789,18.567
Agreeableness,Image_12.jpeg,159900,72.123456,4.567
Agreeableness,Image_13.jpeg,124600,78.901234,9.876
Agreeableness,Image_14.jpeg,133800,79.123456,-5.678
Agreeableness,Image_15.jpeg,149700,68.901234,25.678
Agreeableness,Image_16.jpeg,141800,96.789012,10.678
Agreeableness,Image_17.jpeg,119900,76.543210,-8.123
Agreeableness,Image_18.jpeg,153600,68.901234,20.678
Agreeableness,Image_19.jpeg,129500,84.567890,23.456
Agreeableness,Image_20.jpeg,161800,69.123456,-1.678
Agreeableness,Image_21.jpeg,121900,75.678901,11.789
Agreeableness,Image_22.jpeg,142300,80.123456,27.890
Agreeableness,Image_23.jpeg,127600,72.456789,5.678
Agreeableness,Image_24.jpeg,132800,92.345678,16.789
Agreeableness,Image_25.jpeg,148900,66.789012,-4.567
Agreeableness,Image_26.jpeg,130200,76.123456,17.890
Agreeableness,Image_27.jpeg,115800,81.234567,-9.123
Agreeableness,Image_28.jpeg,150200,79.345678,14.678
Agreeableness,Image_29.jpeg,138600,85.678901,26.789
Agreeableness,Image_30.jpeg,143200,67.890123,-2.345
Agreeableness,Image_31.jpeg,122200,83.456789,18.234
Agreeableness,Image_32.jpeg,131600,77.890123,11.678
Agreeableness,Image_33.jpeg,149500,75.678901,20.789
Agreeableness,Image_34.jpeg,145400,87.123456,32.678
Agreeableness,Image_35.jpeg,136200,91.345678,12.678
Agreeableness,Image_36.jpeg,153700,78.901234,-6.789
Agreeableness,Image_37.jpeg,155500,71.234567,21.789
Agreeableness,Image_38.jpeg,120800,78.901234,9.876
Agreeableness,Image_39.jpeg,136600,86.789012,26.789
Agreeableness,Image_40.jpeg,134800,65.678901,-2.345
Agreeableness,Image_41.jpeg,158900,73.456789,22.678
Agreeableness,Image_42.jpeg,126900,78.234567,13.456
Agreeableness,Image_43.jpeg,139900,84.567890,12.678
Agreeableness,Image_44.jpeg,128800,74.567890,16.789
Agreeableness,Image_45.jpeg,146600,67.890123,-1.678
Agreeableness,Image_46.jpeg,154400,80.123456,19.678
Agreeableness,Image_47.jpeg,144200,68.901234,22.345
Agreeableness,Image_48.jpeg,117900,83.456789,-7.678
Agreeableness,Image_49.jpeg,160200,72.345678,18.234
Agreeableness,Image_50.jpeg,120400,76.789012,11.567
Agreeableness,Image_51.jpeg,137600,81.234567,9.678
Agreeableness,Image_52.jpeg,148400,77.890123,24.678
Agreeableness,Image_53.jpeg,135600,82.345678,-5.678
Agreeableness,Image_54.jpeg,143900,74.567890,15.678
Agreeableness,Image_55.jpeg,159100,63.456789,18.901
Agreeableness,Image_56.jpeg,126600,68.901234,17.123
Agreeableness,Image_57.jpeg,118800,80.567890,-2.345
Agreeableness,Image_58.jpeg,142800,71.234567,19.456
Agreeableness,Image_59.jpeg,151000,74.567890,22.678
Agreeableness,Image_60.jpeg,156000,70.123456,14.789
Agreeableness,Image_61.jpeg,129200,74.567890,19.678
Agreeableness,Image_62.jpeg,136700,71.234567,26.789
Agreeableness,Image_63.jpeg,148600,70.123456,22.345
Agreeableness,Image_64.jpeg,143500,80.123456,14.678
Agreeableness,Image_65.jpeg,147800,79.456789,18.789
Agreeableness,Image_66.jpeg,130000,75.678901,22.345
Agreeableness,Image_67.jpeg,154600,73.456789,12.345
Agreeableness,Image_68.jpeg,120800,78.901234,17.678
Agreeableness,Image_69.jpeg,138900,80.123456,24.567
Agreeableness,Image_70.jpeg,131200,76.789012,20.678
Agreeableness,Image_71.jpeg,145000,72.345678,16.789
Agreeableness,Image_72.jpeg,137800,74.567890,19.456
Agreeableness,Image_73.jpeg,152000,77.890123,13.567
Agreeableness,Image_74.jpeg,143600,80.123456,11.678
Agreeableness,Image_75.jpeg,149000,73.456789,20.234
Agreeableness,Image_76.jpeg,141600,75.678901,22.345
Agreeableness,Image_77.jpeg,138400,74.567890,18.234
Agreeableness,Image_78.jpeg,133800,76.789012,16.789
Agreeableness,Image_79.jpeg,146000,69.123456,24.567
Agreeableness,Image_80.jpeg,120500,72.345678,22.456
Agreeableness,Image_81.jpeg,154400,73.456789,14.678
Agreeableness,Image_82.jpeg,136500,74.567890,18.234
Agreeableness,Image_83.jpeg,141000,81.234567,20.678
Agreeableness,Image_84.jpeg,152600,75.678901,17.890
Agreeableness,Image_85.jpeg,129800,70.123456,21.234
Agreeableness,Image_86.jpeg,148700,77.890123,12.678
Agreeableness,Image_87.jpeg,130200,76.789012,22.345
Agreeableness,Image_88.jpeg,154800,71.234567,13.456
Agreeableness,Image_89.jpeg,132300,75.678901,19.678
Agreeableness,Image_90.jpeg,147000,74.567890,18.234
Agreeableness,Image_91.jpeg,142500,73.456789,17.890
Agreeableness,Image_92.jpeg,156000,78.901234,15.678
Agreeableness,Image_93.jpeg,137400,76.789012,16.789
Agreeableness,Image_94.jpeg,131400,80.123456,21.678
Agreeableness,Image_95.jpeg,143000,79.567890,18.345
Agreeableness,Image_96.jpeg,154700,72.345678,20.456
Agreeableness,Image_97.jpeg,155600,73.456789,15.678
Agreeableness,Image_98.jpeg,147600,76.789012,19.678
Agreeableness,Image_99.jpeg,130600,72.345678,17.890
Agreeableness,Image_100.jpeg,140800,78.901234,22.345
Neuroticism,Image_1.jpeg,82760,56.789123,23.456
Neuroticism,Image_2.jpeg,146500,74.567890,14.345
Neuroticism,Image_3.jpeg,167500,62.789012,5.678
Neuroticism,Image_4.jpeg,95400,86.123456,47.890
Neuroticism,Image_5.jpeg,162000,124.567890,-7.890
Neuroticism,Image_6.jpeg,240000,69.123456,4.567
Neuroticism,Image_7.jpeg,124600,82.345678,11.234
Neuroticism,Image_8.jpeg,107800,65.678901,-10.123
Neuroticism,Image_9.jpeg,136200,78.901234,6.789
Neuroticism,Image_10.jpeg,138200,94.123456,30.678
Neuroticism,Image_11.jpeg,144900,62.345678,18.567
Neuroticism,Image_12.jpeg,160900,71.789012,5.678
Neuroticism,Image_13.jpeg,124300,78.901234,10.123
Neuroticism,Image_14.jpeg,134800,77.890123,-7.678
Neuroticism,Image_15.jpeg,149500,69.123456,26.789
Neuroticism,Image_16.jpeg,141500,95.678901,11.234
Neuroticism,Image_17.jpeg,119500,75.678901,-8.345
Neuroticism,Image_18.jpeg,153200,69.123456,20.678
Neuroticism,Image_19.jpeg,128600,86.789012,23.456
Neuroticism,Image_20.jpeg,161300,67.890123,-1.678
Neuroticism,Image_21.jpeg,121600,74.123456,11.567
Neuroticism,Image_22.jpeg,142500,80.123456,29.678
Neuroticism,Image_23.jpeg,126900,71.456789,6.789
Neuroticism,Image_24.jpeg,132900,91.234567,19.890
Neuroticism,Image_25.jpeg,149000,65.789012,-3.456
Neuroticism,Image_26.jpeg,129700,77.890123,17.234
Neuroticism,Image_27.jpeg,115600,82.345678,-8.678
Neuroticism,Image_28.jpeg,150600,79.456789,14.567
Neuroticism,Image_29.jpeg,137600,86.789012,27.890
Neuroticism,Image_30.jpeg,143300,67.890123,-2.345
Neuroticism,Image_31.jpeg,122500,84.123456,18.678
Neuroticism,Image_32.jpeg,130600,76.789012,12.678
Neuroticism,Image_33.jpeg,150000,74.567890,18.789
Neuroticism,Image_34.jpeg,145800,86.123456,32.456
Neuroticism,Image_35.jpeg,136800,91.234567,14.567
Neuroticism,Image_36.jpeg,153600,77.890123,-6.678
Neuroticism,Image_37.jpeg,155000,69.123456,22.345
Neuroticism,Image_38.jpeg,120700,76.890123,10.123
Neuroticism,Image_39.jpeg,137300,85.678901,27.890
Neuroticism,Image_40.jpeg,134600,64.789012,-1.678
Neuroticism,Image_41.jpeg,158600,74.123456,21.234
Neuroticism,Image_42.jpeg,126500,78.901234,13.567
Neuroticism,Image_43.jpeg,139700,82.345678,12.678
Neuroticism,Image_44.jpeg,128500,74.123456,17.890
Neuroticism,Image_45.jpeg,146400,67.890123,-3.456
Neuroticism,Image_46.jpeg,154300,80.123456,19.678
Neuroticism,Image_47.jpeg,144000,67.890123,24.567
Neuroticism,Image_48.jpeg,118700,84.123456,-7.123
Neuroticism,Image_49.jpeg,160000,73.456789,18.678
Neuroticism,Image_50.jpeg,120600,75.678901,12.345
Neuroticism,Image_51.jpeg,137300,82.345678,8.456
Neuroticism,Image_52.jpeg,148500,79.123456,25.678
Neuroticism,Image_53.jpeg,135500,82.345678,-4.567
Neuroticism,Image_54.jpeg,143600,76.789012,16.789
Neuroticism,Image_55.jpeg,158200,68.901234,19.678
Neuroticism,Image_56.jpeg,126700,72.345678,17.890
Neuroticism,Image_57.jpeg,118200,80.345678,-2.345
Neuroticism,Image_58.jpeg,142000,71.234567,20.567
Neuroticism,Image_59.jpeg,151200,73.456789,22.678
Neuroticism,Image_60.jpeg,155700,68.123456,13.456
Neuroticism,Image_61.jpeg,124500,70.123456,17.678
Neuroticism,Image_62.jpeg,137600,79.234567,26.789
Neuroticism,Image_63.jpeg,149800,74.567890,21.456
Neuroticism,Image_64.jpeg,125200,72.345678,22.345
Neuroticism,Image_65.jpeg,152700,75.678901,25.678
Neuroticism,Image_66.jpeg,140900,68.901234,29.678
Neuroticism,Image_67.jpeg,127800,70.123456,21.678
Neuroticism,Image_68.jpeg,150000,77.890123,17.890
Neuroticism,Image_69.jpeg,153100,73.456789,24.567
Neuroticism,Image_70.jpeg,134000,74.567890,30.678
Neuroticism,Image_71.jpeg,121700,78.901234,22.345
Neuroticism,Image_72.jpeg,148300,75.678901,19.890
Neuroticism,Image_73.jpeg,137800,79.234567,28.678
Neuroticism,Image_74.jpeg,146200,72.123456,16.789
Neuroticism,Image_75.jpeg,153000,68.901234,27.678
Neuroticism,Image_76.jpeg,140600,74.567890,20.456
Neuroticism,Image_77.jpeg,129400,75.678901,25.678
Neuroticism,Image_78.jpeg,147700,76.789012,21.678
Neuroticism,Image_79.jpeg,131500,70.123456,22.345
Neuroticism,Image_80.jpeg,152600,73.456789,17.890
Neuroticism,Image_81.jpeg,141400,79.234567,19.678
Neuroticism,Image_82.jpeg,136000,77.890123,25.678
Neuroticism,Image_83.jpeg,129600,75.678901,20.567
Neuroticism,Image_84.jpeg,148800,72.345678,18.678
Neuroticism,Image_85.jpeg,153500,76.789012,16.789
Neuroticism,Image_86.jpeg,137400,79.234567,23.456
Neuroticism,Image_87.jpeg,141200,70.123456,28.345
Neuroticism,Image_88.jpeg,150300,68.901234,30.567
